LEAID,LEA_NAME,LEA_TYPE_TEXT,STABR,STATENAME,LCITY,LSTATE,LZIP,GSLO,GSHI,AGCHRT,SCH,TOTTCH,TOTGUI,MEMBER,AM,AS,HI,BL,WH,HP,TR
101740,Henry County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Abbeville,AL,36310,PK,12,3,6,140,6,2540,2,10,82,809,1568,1,68
101080,Daleville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Daleville,AL,36322,KG,12,3,2,65,3,1078,6,9,140,332,538,5,48
100810,Coffee County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Elba,AL,36323,PK,12,3,4,115,5,2081,42,5,42,93,1862,1,36
101260,Elba City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Elba,AL,36323,KG,12,3,3,40,2,615,5,3,23,288,272,0,24
101320,Enterprise City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Enterprise,AL,36330,PK,12,3,10,337,14,6823,49,119,779,1476,4044,28,328
101640,Geneva City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Geneva,AL,36340,KG,12,3,3,81,3,1275,3,3,26,158,1055,1,29
101660,Geneva County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Geneva,AL,36340,KG,12,3,9,159,8,2742,12,7,222,341,2071,0,89
101050,Dale County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Ozark,AL,36360,PK,12,3,7,168,6,3079,12,11,88,550,2366,2,50
102640,Ozark City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Ozark,AL,36360,PK,12,3,7,125,5,2131,7,28,50,1038,945,4,59
100870,Conecuh County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Evergreen,AL,36401,PK,12,3,7,84,5,1525,6,2,26,1241,240,0,10
100060,Andalusia City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Andalusia,AL,36421,PK,12,3,3,97,4,1745,3,26,34,561,1085,0,36
100930,Covington County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Andalusia,AL,36421,PK,12,3,9,195,8,3178,8,20,35,196,2873,1,45
100450,Brewton City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Brewton,AL,36426,KG,12,3,3,70,2,1158,5,7,24,421,691,0,10
101350,Escambia County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Brewton,AL,36426,PK,12,3,14,254,11,4479,211,7,93,1858,2223,2,85
100720,Clarke County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Grove Hill,AL,36451,PK,12,3,7,163,6,2717,8,11,36,1785,859,0,18
102400,Monroe County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Monroeville,AL,36460,PK,12,3,9,205,11,3600,71,10,29,1902,1539,1,48
102610,Opp City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Opp,AL,36467,KG,12,3,3,76,3,1357,3,7,17,314,999,2,15
100270,Baldwin County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Bay Minette,AL,36507,PK,12,3,45,1696,79,30931,191,308,2044,4039,23609,26,714
103480,Washington County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Chatom,AL,36518,KG,12,3,8,183,7,2936,294,7,17,764,1823,1,30
100185,Saraland City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Saraland,AL,36571,KG,12,3,3,159,6,2953,48,44,38,424,2363,2,34
100189,Satsuma City,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Satsuma,AL,36572,PK,12,3,2,70,3,1308,21,9,11,129,1130,5,3
100188,Chickasaw City,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Chickasaw,AL,36611,PK,12,3,2,39,3,1032,1,1,25,701,290,0,14
102370,Mobile County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Mobile,AL,36618,PK,12,3,93,3102,118,57581,668,1267,1886,28761,23988,49,962
101110,Dallas County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Selma,AL,36701,PK,12,3,12,200,11,3243,0,5,18,2470,736,1,13
102970,Selma City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Selma,AL,36701,PK,12,3,12,190,11,3798,0,13,4,3692,72,4,13
103510,Wilcox County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Camden,AL,36726,PK,12,3,6,100,6,1795,1,0,2,1775,14,2,1
101200,Demopolis City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Demopolis,AL,36732,PK,12,3,4,141,5,2289,7,24,70,1176,992,0,20
101710,Hale County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Greensboro,AL,36744,PK,12,3,9,154,7,2687,1,0,51,1821,788,0,26
102130,Linden City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Linden,AL,36748,PK,12,3,3,35,2,518,0,0,7,489,20,1,1
102250,Marengo County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Linden,AL,36748,KG,12,3,3,70,4,1090,1,2,3,694,380,1,9
102670,Perry County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Marion,AL,36756,PK,12,3,5,92,4,1525,0,0,1,1507,13,2,2
103300,Thomasville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Thomasville,AL,36784,PK,12,3,3,81,3,1339,0,13,11,611,703,0,1
102580,Opelika City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Opelika,AL,36801,PK,12,3,9,285,11,4240,10,55,310,2546,1244,0,75
102070,Lee County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Opelika,AL,36804,PK,12,3,14,579,18,9771,26,50,448,2252,6746,18,231
100210,Auburn City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Auburn,AL,36830,PK,12,3,11,476,20,8310,5,832,349,2141,4810,3,170
103210,Tallapoosa County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Dadeville,AL,36853,KG,12,3,6,160,8,2894,5,3,52,799,1996,4,35
100600,Chambers County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Lafayette,AL,36862,PK,12,3,11,221,9,3729,9,16,71,1780,1815,0,38
101980,Lanett City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Lanett,AL,36863,PK,12,3,3,56,2,863,1,4,49,719,66,2,22
102700,Phenix City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Phenix City,AL,36867,PK,12,3,13,373,17,7043,27,34,362,4229,2130,10,251
102880,Russell County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Phenix City,AL,36867,PK,12,3,8,189,7,3598,15,34,198,1334,1799,22,196
100690,Choctaw County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Butler,AL,36904,KG,12,3,4,91,4,1495,5,0,11,991,481,0,7
500024,ARK. RIVER EDUC  SERVICE COOP,Regional Education Service Agency (RESA),AR,ARKANSAS,PINE BLUFF,AR,71601,9,12,3,1,-1,-1,0,0,0,0,0,0,0,0
500026,PINE BLUFF SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,PINE BLUFF,AR,71601,PK,12,3,10,294,12,4169,8,16,37,4006,71,3,28
500406,PINE BLUFF LIGHTHOUSE ACADEMY,Independent Charter District,AR,ARKANSAS,PINE BLUFF,AR,71601,KG,8,1,2,22,0,343,0,0,5,331,4,0,3
500410,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF PINE BLUFF,Independent Charter District,AR,ARKANSAS,Pine Bluff,AR,71601,5,9,1,1,6,-1,89,1,0,5,78,5,0,0
505410,DOLLARWAY SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,PINE BLUFF,AR,71602,PK,12,3,4,116,3,1355,0,3,23,1250,66,4,9
514140,WHITE HALL SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,WHITE HALL,AR,71602,KG,12,3,6,206,8,2880,13,88,86,541,2092,13,47
500025,ARKANSAS CORRECTIONAL SCHOOLS,State agency providing elementary and/or secondary level instruction,AR,ARKANSAS,PINE BLUFF,AR,71603,9,12,,0,-1,-1,0,0,0,0,0,0,0,0
513930,WATSON CHAPEL SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,PINE BLUFF,AR,71603,KG,12,3,5,190,7,2605,0,21,60,1951,559,1,13
504800,CROSSETT SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,CROSSETT,AR,71635,PK,12,3,3,150,3,1818,4,10,62,594,1121,1,26
505170,DERMOTT SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,DERMOTT,AR,71638,PK,12,3,2,42,2,388,0,0,10,360,17,0,1
505500,DUMAS SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,DUMAS,AR,71639,PK,12,3,4,117,4,1409,1,7,148,912,331,0,10
500042,HAMBURG SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,HAMBURG,AR,71646,PK,12,3,5,152,5,2033,2,0,289,446,1277,0,19
507710,HERMITAGE SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,HERMITAGE,AR,71647,PK,12,3,2,45,3,457,0,0,150,85,220,0,2
508640,LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,LAKE VILLAGE,AR,71653,PK,12,3,4,103,3,1134,1,0,145,830,137,0,21
509630,MCGEHEE SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,MCGEHEE,AR,71654,PK,12,3,2,107,4,1227,2,6,48,567,582,0,22
505470,DREW CENTRAL SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,MONTICELLO,AR,71655,PK,12,3,3,79,3,1035,3,6,54,229,726,0,17
509840,MONTICELLO SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,MONTICELLO,AR,71655,PK,12,3,5,169,5,2110,5,20,87,741,1254,1,2
500067,CLEVELAND COUNTY SCHOOL DIST.,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,RISON,AR,71665,PK,12,3,3,66,2,962,2,0,23,258,665,0,14
514400,WOODLAWN SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,RISON,AR,71665,KG,12,3,2,42,2,552,3,1,22,1,507,0,18
500028,STAR CITY SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,STAR CITY,AR,71667,PK,12,3,3,121,4,1632,5,4,126,333,1131,0,33
500006,WARREN SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,WARREN,AR,71671,KG,12,2,5,125,5,1626,5,1,368,548,681,0,23
500002,SAU-TECH CAREER CENTER,Other education agencies,AR,ARKANSAS,CAMDEN,AR,71701,9,12,3,1,-1,-1,0,0,0,0,0,0,0,0
506060,CAMDEN FAIRVIEW SCHOOL DIST.,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,CAMDEN,AR,71701,PK,12,3,5,192,7,2646,2,12,56,1623,835,4,114
507290,HARMONY GROVE SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,CAMDEN,AR,71701,PK,12,3,4,96,3,1010,1,11,58,191,734,1,14
500032,BEARDEN SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,BEARDEN,AR,71720,KG,12,3,2,48,2,483,0,0,19,197,266,0,1
500052,SOUTH ARK CAREER CENTER,Other education agencies,AR,ARKANSAS,EL DORADO,AR,71730,9,12,3,1,-1,-1,0,0,0,0,0,0,0,0
505680,EL DORADO SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,EL DORADO,AR,71730,PK,12,3,7,336,12,4538,6,56,381,2230,1730,0,135
511220,PARKERS CHAPEL SCHOOL DIST.,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,EL DORADO,AR,71730,PK,12,3,2,61,2,864,4,2,28,77,732,1,20
500068,EMERSON-TAYLOR SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,Emerson,AR,71740,PK,12,3,6,92,3,1002,2,2,23,190,775,0,10
506210,FORDYCE SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,FORDYCE,AR,71742,PK,12,3,2,70,3,826,0,1,25,505,295,0,0
507110,GURDON SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,GURDON,AR,71743,PK,12,3,3,66,3,771,2,2,152,199,408,0,8
507230,HAMPTON SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,HAMPTON,AR,71744,PK,12,3,2,47,3,566,2,0,34,131,399,0,0
508340,JUNCTION CITY SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,JUNCTION CITY,AR,71749,KG,12,3,2,54,2,660,1,1,17,248,393,0,0
500044,MAGNOLIA SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,MAGNOLIA,AR,71753,PK,12,3,5,228,8,2983,3,30,141,1558,1188,0,63
512510,SMACKOVER SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,SMACKOVER,AR,71762,PK,12,3,5,97,4,1257,6,4,44,243,951,4,5
512930,STRONG-HUTTIG SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,STRONG,AR,71765,PK,12,3,2,35,1,328,0,0,17,229,79,0,3
507840,HOPE SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,HOPE,AR,71801,PK,12,3,5,183,6,2575,4,8,799,1189,557,0,18
512630,SPRING HILL SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,HOPE,AR,71801,KG,12,3,2,40,2,555,4,4,29,2,481,1,34
502580,ASHDOWN SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,ASHDOWN,AR,71822,KG,12,3,5,109,4,1426,13,0,56,402,877,0,78
503300,BLEVINS SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,BLEVINS,AR,71825,PK,12,3,2,46,2,496,1,3,60,78,346,0,8
500049,DEQUEEN SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,DE QUEEN,AR,71832,KG,12,3,5,170,7,2431,36,17,1501,83,726,26,42
505340,DIERKS SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,DIERKS,AR,71833,KG,12,3,2,54,2,553,9,1,31,4,508,0,0
506240,FOREMAN SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,FOREMAN,AR,71836,KG,12,3,2,40,2,481,9,0,31,72,357,0,12
506360,FOUKE SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,FOUKE,AR,71837,PK,12,3,3,79,3,1127,6,2,16,6,1092,0,5
500037,DEQUEEN/MENA EDUC. COOP,Regional Education Service Agency (RESA),AR,ARKANSAS,GILLHAM,AR,71841,9,12,3,1,-1,-1,0,0,0,0,0,0,0,0
507860,HORATIO SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,HORATIO,AR,71842,PK,12,3,2,68,3,880,23,2,199,10,643,0,3
500065,LAFAYETTE COUNTY SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,LEWISVILLE,AR,71845,PK,12,3,2,54,2,647,0,0,20,394,220,0,13
509780,MINERAL SPRINGS SCHOOL DIST.,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,MINERAL SPRINGS,AR,71851,KG,12,3,2,47,2,411,0,4,58,260,89,0,0
510380,NASHVILLE SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,NASHVILLE,AR,71852,KG,12,3,4,147,5,1909,7,7,449,431,983,5,27
504110,GENOA CENTRAL SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,TEXARKANA,AR,71854,PK,12,3,3,78,3,1181,2,2,10,3,1152,2,10
513110,TEXARKANA SCHOOL DISTRICT,Regular local school district that is NOT a component of a supervisory union,AR,ARKANSAS,TEXARKANA,AR,71854,PK,12,2,10,324,14,4594,8,16,193,2468,1723,5,181
